Account ID,Org Name,Supply ID,Abstraction point reference,D-EH10 Resource consent reference number,D-EH10 Reason not available,D-EH12 Consent conditions met for rate of take and volume?,D-EH12 Total volume of exceedance if conditions not met (m3/yr),D-EH13 Consented instantaneous rate of take (L/s),D-EH13 Reason not available,D-EH14 Maximum daily consented volume (m3/day),D-EH14 Maximum weekly consented volume (m3/7 days),D-EH14 Reason not available,D-EH15 Maximum annual consented volume (m3/year),D-EH15 Reason not available,D-EH10 to D-EH15 Data confidence
ACC-00001125,Thames Coromandel District Council,G03026,Manuka Bore,AUTH137782.01.01,,Yes,,,Measure Not Applicable,300,,,109800,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,G03027,Wentworth Valley WV7,AUTH132367.01.01,,No,,17,,1250,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,G03028,Wentworth Valley WV4,AUTH132367.01.01,,Yes,,18,,1300,,,,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,G03029,Wentworth Valley WV3,AUTH132367.01.01,,Yes,,4,,250,,,,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,S00048,Pepe Stream,AUTH130992.01.01,,No,,16,,1200,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00051,Kauaeranga River,AUTH119921.01.01,,Yes,,70,,6000,,,,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,S00052,Mangarehu River,AUTHW2549.01.01,,No,,60,,,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00418,Matatoki Stream,AUTH130574.02.02,,No,,3,,259,,,94688,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00419,Opitonui River,AUTH105914.01.01,Data Not Available,Yes,0,35,,3000,,,,Data Not Available,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00419,Opitonui River,AUTH146434.01.01,,Yes,0,35,,3000,,,,Data Not Available,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00420,Omahu Stream,AUTH139860.01.01,,No,,22,,1779,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00429,Apakura Stream,AUTH142017.01.01,,No,,23,,2000,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00820,Karaka Stream,AUTH137683.02.01,,No,,10,,800,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00821,Waiau River,AUTH137683.03.01,,Yes,,25,,1800,,,,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,S00975,Whangamaroro River,AUTH112958.01.02,Data Not Available,No,,93,,8000,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00975,Whangamaroro River,AUTH147415.01.01,,No,,93,,8000,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S00981,Tairua Harbour Tributary (Old Dam),AUTH130992.02.01,,,,2,,130,,,,,
ACC-00001125,Thames Coromandel District Council,S01074,Oturu Stream,AUTH131003.01.01,,No,,27,,2160,,,,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,S10131,Infiltration Gallery,AUTH130992.04.01,,No,,14,,1200,,,,,3 - Less Reliable
ACC-00008504,Timaru District Council,DOW001,J38/0774,CRC012184,,Yes,,79,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,DOW001,J38/577-640,CRC012183,,Yes,,22,,1300,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,GER001,K38/0375,CRC064043,,Yes,,30,,,49408,,1885401,,5 - Highly Reliable
ACC-00008504,Timaru District Council,GER001,K38/0857,CRC064043,,Yes,,30,,,49408,,1885401,,5 - Highly Reliable
ACC-00008504,Timaru District Council,GER001,K38/0858,CRC064043,,Yes,,30,,,49408,,1885401,,5 - Highly Reliable
ACC-00008504,Timaru District Council,GER001,K38/0973,CRC064043,,Yes,,30,,,49408,,1885401,,5 - Highly Reliable
ACC-00008504,Timaru District Council,PEE001,J37/0324,CRC120219,,Yes,,1.5,,,,Measure Not Applicable,47304,,5 - Highly Reliable
ACC-00008504,Timaru District Council,PLE001,"J38/0261, J38/0251, J38/0917",CRC981008.2,,Yes,,50,,1850,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,PRA002,J39/0135,CRC010392,,Yes,,4,,,2100,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,RAN003,K38/0107,CRC171997,,Yes,,4.9,,216,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,SEA001,J38/0190,CRC010349,,Yes,,21,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,STA004,J39/0765,CRC010393.1,,Yes,,9.4,,,2660,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,TEM001,BZ19/0145,CRC252857,,Yes,,9.5,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,TEM001,K38/0010,CRC252857,,Yes,,30,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,TEM001,"K38/0010, K38/0011, K38/1273, BZ19/0145 & K38/0298",CRC252857,,Yes,,123,,,59293,,2100000,,5 - Highly Reliable
ACC-00008504,Timaru District Council,TEM001,"K38/0010, K38/0011, K38/1273, and BZ19/0145",CRC252857,,Yes,,,Measure Not Applicable,6350,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,TEM001,K38/0011,CRC252857,,Yes,,30,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,TEM001,K38/0298,CRC252857,,Yes,,25,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,TEM001,K38/1273,CRC252857,,Yes,,30,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,TEM002,"BZ19/0188, BZ19/0163",CRC192123,,Yes,,20,,,49048,,1885401,,5 - Highly Reliable
ACC-00008504,Timaru District Council,TIM001,J38/0192,CRC093305,,Yes,,329,,,198864,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,TIM001,J39/0654,CRC011399,,Yes,,215,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008504,Timaru District Council,"TIM001, DOW001, SEA001","J38/0192,  J38/0190 &  J38/0775",CRC101875,,Yes,,100,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001016,Waikato District Council,HUN002,Surface take - Huntly,136806.01.01,,Yes,0,215,,11950,83650,,2843000,,5 - Highly Reliable
ACC-00001016,Waikato District Council,HUN002,Surface take - Ngaaruawaahia,136806.01.01,,Yes,0,215,,11950,83650,,2843000,,5 - Highly Reliable
ACC-00001016,Waikato District Council,POR005,Surface take - Port Waikato,136297.01.01,,Yes,0,2.6,,80,560,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001016,Waikato District Council,RAG001,Surface take - Raglan Spring,118341.01.01,,Yes,0,42.22,,3100,21700,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,CUS001,Sprinbank Well 1 and well 2,CRC990930.1,,Yes,,22,,1900,,,338000,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,GAR001,Garrymere Well,CRC971822,,Yes,,4.5,,389,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,KAI003,Ashley Pl,CRC021737,,Yes,,60,,,,Measure Not Applicable,1886976,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,KAI003,Davie St Well,CRC970305,,No,4447,76,,3010,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,KAI003,Peraki Well,CRC990929,,Yes,,100,,8640,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,KAI003,Porter Pl Well,CRC970304,,Yes,,76,,3010,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,KAI003,Rugby Park Well,CRC970306,,Yes,,100,,5760,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,KAI003,Sewel St Bore 1,CRC253378,,Yes,,60,,,60480,,1896976,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,MAN009,Two Chain Rd Bores 2&1,CRC255334,,Yes,,35,,,30845,,618310,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,OHO001,Ohoka Well1 & Well2,CRC990932,,Yes,,18,,,,Measure Not Applicable,248030,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,OXF101,McPhedrons Rd Well,CRC183143,,Yes,,30,,2592,,,800000,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,OXF103,Domain Rd Well 1,CRC063540.1,,Yes,,55,,4760,,,714000,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,PEG001,EQ and PW wells,CRC167262,,Yes,,142,,12288,,,1756015,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,PEG001,Gladstone/Chinnerys,CRC074057,,Yes,,80,,6912,,,1200000,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,PEG001,"PW1, PW2",CRC167260,,Yes,,50,,4320,,,576000,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,RAN001,Smith St Wells,CRC252680,,Yes,,425,,36720,,,6328400,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WAI011,"Kings Ave Well 1 and 2, Campground",CRC190900,,Yes,,52,,3456,,,518400,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WES004,West Eyreton Well 1,CRC186214,,Yes,,25,,445000,15120,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001017,Waimate District Council,HOO001,S00308 Hook River,CRC980386,,No,,20,,1728,,,630720,,5 - Highly Reliable
ACC-00001017,Waimate District Council,LOW002,G00317 LW Bore,CRC940846,,No,,19,,1633,,,596045,,5 - Highly Reliable
ACC-00001017,Waimate District Council,LOW002,S10152 Waitaki River,,Measure Not Applicable,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001017,Waimate District Council,OTA005,G02023 Tavistock bore,CRC122551,,Yes,,15,,,6500,,351500,,5 - Highly Reliable
ACC-00001017,Waimate District Council,WAI032,S00311 Trib of Waitaki River,CRC962154.1,,Yes,,17,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001017,Waimate District Council,WAI033,G01525 TIM RD bore,CRC202845,,Yes,,32,,2160,,,683250,,5 - Highly Reliable
ACC-00001017,Waimate District Council,WAI033,G03055 MAN bore,CRC202845,,Yes,,33,,2160,,,683250,,5 - Highly Reliable
ACC-00008578,Waipa District Council,G00031,Church St Bore,AUTH135532.01.01,,Yes,,,Measure Not Applicable,1800,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008578,Waipa District Council,G00032,Hall St Bore,AUTH135532.01.01,,Yes,,,Measure Not Applicable,2200,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008578,Waipa District Council,G02142,Frontier Road Bore,AUTH142092.01.01,,Yes,,,Measure Not Applicable,1200,,,487200,,5 - Highly Reliable
ACC-00008578,Waipa District Council,S00008,Alpha Street WTP Raw Inlet,AUTH139861.01.01,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008578,Waipa District Council,S00009,Lake Karapiro Raw Inlet,AUTH139861.01.01,,Yes,,,Measure Not Applicable,20500,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008578,Waipa District Council,S00029,Membrane Plant Raw Inlet,AUTH139861.01.01,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008578,Waipa District Council,S10105,Te Tahi Lower Take,AUTH124968.01.01,,Yes,,43,,3700,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008578,Waipa District Council,S10105,Te Tahi Upper Take,AUTH124967.01.01,,Yes,,220,,19000,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008575,Wairoa District Council,MAH005,Mahanga,AUTH-130834-01,,Yes,,2,,172,1210,,62780,,4 - Reliable
ACC-00008575,Wairoa District Council,TUA005,Tuai,AUTH-130833-01,,Yes,,8,,400,11200,,146000,,4 - Reliable
ACC-00008575,Wairoa District Council,WAI006,Wairoa,WP110405T,,Yes,,200,,16000,112000,,5840000,,4 - Reliable
ACC-00008499,Waitaki District Council,AWA013,SWAP-I40:019-072,ECAN-CRC940476,,,,2.6,,0,1575,Measure Not Applicable,81900,,
ACC-00008499,Waitaki District Council,BUS001,SWAP-I41/0047,ECAN-CRC084382,,Yes,,2.5,,0,1512,Measure Not Applicable,78840,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,DUN004,Bore-I40/0020,ECAN-CRC982133,,Yes,,5,,306,0,Measure Not Applicable,0,Measure Not Applicable,5 - Highly Reliable
ACC-00008499,Waitaki District Council,KUR001,Bores-I40/0006 and I40/0007,ECAN-CRC940477,,Yes,,28,,0,16935,Measure Not Applicable,0,Measure Not Applicable,5 - Highly Reliable
ACC-00008499,Waitaki District Council,LOW004,Bores-J41/0370a and J41/0370b,ORC-RM11.0191.01,,Yes,,20,,1728,0,Measure Not Applicable,469175,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,OHA005,SWAP-NZMS 260 H38:5627-5500,ECAN-CRC001915,,Yes,,2.2,,0,0,Measure Not Applicable,69379,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,OMA001,"Bores-H39/0021, CA15/5019, CA15/5020, CA15/5021",ECAN-CRC213794,,No,1054,60,,3240,0,Measure Not Applicable,1182600,,4 - Reliable
ACC-00008499,Waitaki District Council,OTE001,Bore-CA/0002,ECAN-CRC185065,,Yes,,0,Measure Not Applicable,4380,30660,,570000,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,STO001,SWAP-Easting1406008 Northing 4964352,ORC-RM17.121.01,,Yes,,4.2,,360,0,Measure Not Applicable,0,Measure Not Applicable,5 - Highly Reliable
ACC-00008499,Waitaki District Council,STO001,SWAP-Easting1406008 Northing 4964352,ORC-RM17.121.02,,Yes,,0.5,,40,0,Measure Not Applicable,0,Measure Not Applicable,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WAI215,SWAP-WM1022,ORC-RM11.025.01,,No,1256,31.6,,0,11427,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable
ACC-00008576,Waitomo District Council,BEN002,Benneydale Bore,AUTH143938.01.01,,No,18,0,,180,1260,,44000,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,BEN002,Unnamed tributary of the Mangapehi Stream,AUTH116844.01.01,,Yes,,2,,180,1260,,0,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,MOK002,unnamed dam,AUTH113544.01.01,,Yes,,0,,1000,7000,,0,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,PIO001,Kurathi Stream,AUTH107477.01.02,,Yes,,0,,450,3150,,165929,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,TEK003,Mangaokewa Stream,AUTH133317.01.01,,Yes,,0,,4800,33600,,0,,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00090-2,35755 / WAT60273897,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00092-2,36639 / WAT60275209,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00094-2,35755 / WAT60273897,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00096-2,36639 / WAT60275209,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00099,36527 / WAT60274684 / ARC_25301,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00505,35755 / WAT60273897,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00733,39472 / WAT80316960,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00734,39469 / WAT80316875,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00735,AUTH122099.01.02,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00736,123496,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S00865,AUTH960089.01.05,,Yes,,2450,,150000,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S01017,36639 / WAT60275209,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,AUC003,S01087,AUTH131259.01.02,,Yes,,3200,,150000,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,BOM003,G00454,14706 / WAT60276460,,Yes,,10,,500,,,125000,,5 - Highly Reliable
ACC-00001216,Watercare,HEL005,S00100,25161 / WAT60274646,,,,,Measure Not Applicable,2100,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,HEL005,S00440,20785 / WAT60275452,,Yes,,25,,2100,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,MUR011,G00115,WAT60358714,,Yes,,,Measure Not Applicable,310,,,75000,,5 - Highly Reliable
ACC-00001216,Watercare,MUR011,G02136,WAT60358714,,Yes,,,Measure Not Applicable,310,,,75000,,5 - Highly Reliable
ACC-00001216,Watercare,SNE002,G00005,WAT60275761,,,,,Measure Not Applicable,1800,,,420000,,5 - Highly Reliable
ACC-00001216,Watercare,SNE002,G02135,WAT60275761,,,,,Measure Not Applicable,1800,,,420000,,5 - Highly Reliable
ACC-00001216,Watercare,TP04063,Pukekohe Ground Water,WAT60386923,,Yes,,125,,10800,,,2400000,,5 - Highly Reliable
ACC-00001216,Watercare,TP04063,Pukekohe Ground Water,WAT60386923,,Yes,,125,,10800,,,2400000,,5 - Highly Reliable
ACC-00001216,Watercare,TP04070,S10149,WAT80316391 / 37316,,,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001216,Watercare,WAI214,G00080,WAT60071034,,Yes,,,,1500,,,1065080,,5 - Highly Reliable
ACC-00001216,Watercare,WAI214,G00081,WAT60071034,,Yes,,,,2500,,,1065080,,5 - Highly Reliable
ACC-00001216,Watercare,WAI214,G01471,AUTH135970.01.01,,Yes,,,,1680,,,614880,,5 - Highly Reliable
ACC-00001216,Watercare,WAI214,G03021,WAT60071034,,Yes,,,,2500,,,1065080,,5 - Highly Reliable
ACC-00001216,Watercare,WAR006,G03057,WAT60274987,,,,,Measure Not Applicable,3025,,,750000,,5 - Highly Reliable
ACC-00001216,Watercare,WAR006,G03058,WAT60274987,,,,,Measure Not Applicable,3025,,,750000,,5 - Highly Reliable
ACC-00001216,Watercare,WEL004,S00004,WAT60396928,,No,14194.05,20,,1500,,,330000,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WEL003,Gear Island,WGN970036 [33821],,Yes,,,Measure Not Applicable,40000,,,14600000,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WEL003,Kaitoke Intake,WGN000199 [36617],,Yes,,1850,,150000,,,54750000,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WEL003,Lower Georges Creek,WGN000201 [20558],,Yes,,175,,15000,,,5475000,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WEL003,Orongorongo River,WGN000200 [20540],,Yes,,800,,40000,,,14600000,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WEL003,Wainuiomata River,WGN000201 [20552],,Yes,,800,,40000,,,14600000,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WEL003,Waterloo,WGN970036 [33820],,Yes,,,Measure Not Applicable,115000,,,41975000,,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,ATH003,BN-10218 Tahawai,62428,,Yes,,48,,4147,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,ATH003,BN-10511  Athenree,66439,,Yes,,60,,5180,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,ATH003,BN-2833  Athenree,66439,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,ATH003,BN-4722  Waihi Beach,62045,,No,0,28,,2000,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,KAT003,BN-10922 - WSZ7,62621,,Yes,,140,,9504,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,KAT003,BN-10923 - WSZ9,62621,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,KAT003,BN-10924 - WSZ10,62621,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,OMO003,BN-1000016 - CSZ1,61431,,Yes,,165,,14256,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,OMO003,BN-10213 - CSZ4,61431,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,OMO003,BN-10214 - CSZ3,61431,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,OMO003,BN-3709 - CSZ2 Ohouere,62527,,Yes,,150,,12960,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,OMO003,CSZ7,61431,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,PON003,BN-10919 - ESZ8,62957,,Yes,,50,,4320,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,TEP002,BN-1000088 - ESZ3,RM21-0054-WT.03,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,TEP002,BN-1000089 - ESZ6,RM21-0054-WT.04,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,TEP002,BN-1000103 - ESZ11,RM21-0054-WT.06,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,TEP002,BN-10921 - ESZ9,RM21-0054-WT.05,,Yes,,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,TEP002,BN-3702 - ESZ2,RM21-0054-WT.02,,Yes,,145,,12528,,,5034000,,5 - Highly Reliable
ACC-00008497,Westland District Council,ARA001,Arahura Bore,RC-2019-0046,,,,3,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,FOX001,Carter Creek,RC-2019-0045,,,,9,,750,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,FRA001,"Unnamed Ck, Franz Josef",RC00390/1,,,,2,,200,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,HAA001,Haast Bore,RC01164/1,,,,2.5,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,HAR001,Harihari Bore,RC06273/1,,,,25,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,HOK001,Hokitika River,RC2015-0077-03,,,,140,,12100,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,HOK001,Lake Kaniere,RC11033,,,,140,,12100,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,KUM001,Kumara Spring,RC10159/1,,,,,Measure Not Applicable,130,,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,ROS001,Jones Creek,RC00359/1,,,,6,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008497,Westland District Council,WHA002,Whataroa Bore,RC03068/1,,,,15,,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008495,Whakatane District Council,MAT005,G00217 Jennings Spring at Awakaponga,20280,,Yes,,15.5,,495,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,MUR002,G00437 Murupara South Bore - Bore 2 accessing an underground stream adjacent to the Rangitaiki River situated in State Forest No 1.,20114,,Yes,,76,,4100,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,MUR002,G03032 Murupara North Bore - Bore 1 accessing an underground stream adjacent to the Rangitaiki River situated in State Forest No 1.,20114,,Yes,,76,,4100,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,OTU010,"G00208 Te Teko Spring Well/bore number BN-3305 at 485A Tahuna Road, Te Teko",RM18-0540-WT.01,,No,80,22.22,,1920,,,702720,,4 - Reliable
ACC-00008495,Whakatane District Council,OTU010,"G03030 Bore BN-11692 at 124 Paul Road, Te Teko",66359.0.02-WT+,,Yes,,61,,5280,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,OTU010,"G11193 Bore BN21-0079 at 124 Paul Road, Te Teko",66359.0.03-WT,,Yes,,61,,5280,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,RAN007,G00220 Braemar Spring,20094,,Yes,,227,,9730,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,RAN007,"G00221 Johnson Road Bore (North) 274 metre deep bore (well no. 2510) at 58A Johnson Road, Otakiri",RM15-0017-WT.01 / RM15-0017-WU.01,,Yes,,60,,5200,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,RAN007,"G00548 Johnson Road Bore (South) 235 metre deep bore (well no. 2511) at 58A Johnson Road, Otakiri",RM15-0017-WT.02 / RM15-0017-WU.01,,Yes,,60,,5200,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,RUA003,G02088 Ruatoki Bore (Main) in Rūātoki,62627,,Yes,,15,,1000,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,RUA003,G10765 Ruatoki Well (Emergency backup),62627,,Yes,,15,,1000,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,TAN001,G00218 Taneatua Bore (west) adjacent to the Waimana River,21044,,Yes,,12,,805,,,,Measure Not Applicable,4 - Reliable
ACC-00008495,Whakatane District Council,TAN001,G10766 Taneatua Bore (east) adjacent to the Waimana River,21044,,Yes,,12,,805,,,,Measure Not Applicable,4 - Reliable
