Account ID,Org Name,Network ID,W-EH5 Type of resource consent,W-EH5 Comments,W-EH6 Resource consent reference number,W-EH7 Resource consent expiry date,W-EH7 Comments,W-EH7 Currently operating under this consent?,W-EH8 Consent status,W-EH8 Comments,W-EH5 to W-EH8 Data confidence
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to land,"Opal Drive, Papamoa - Temporary Discharge to Land for Replacement of Wastewater Pumping Station. Discretionary Activity",RM23-0179-LC.01,2029-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to land,Disturb Contaminated Land Associated with Opal Drive Wasterwater Pumpstation,RM24-0518,2029-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Other (Please identify in the comments section),"River Structure. Undertake bulk earthworks, vegetation clearance and wetland modification to enable the construction of a wastewater pipeline at Merivale and Mansels Road, Gate Pa.",RM24-0534-BC.01,2060-05-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to water,"Discharge consent to construct a Wastewater Pipeline at Merivale and Mansels Road, Gate Pa",RM24-0534-DC.01,2030-05-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Land use consent to construct a waste water pipeline at merivale and mansels road,RM24-0534-LC.01,2030-05-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to land,Opal Drive Wastewater Pump Station - Temporarily Discharge PFAS Contaminated Groundwater to Land,RM24-0583-DC.01,2030-01-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to land,"Johnson's Reserve, Welcome Bay - Discharge of Sediment Water to Wetland",RM24-0583-DC.01,2030-01-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Water take,Opal Drive Wastewater Pump Station - Temporarily Take Groundwater for Dewatering Contaminated Site,RM24-0583-WT.01,2030-01-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Water take,"Johnson's Reserve, Welcome Bay - Earthworks, Vegetation Clearance and Wetland Modification",RM24-0583-WT.01,2030-01-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,"Earthworks to Replace 55 Metres of Wastewater Pipe at 21A Sharyn Place and 29 Kingswood Road, Brookfield - Permitted Activity",RM25-0067,2028-03-03 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH104282.01.01,Discharge to land,,Land,2021-11-30 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH104283.01.01,Discharge to air,,Measure not applicable,2021-11-30 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH107866.01.01,Land-use consent,,Measure not applicable,2037-08-09 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH109358.01.01,Discharge to land,,Land,2024-06-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH110782.01.03,Discharge to land,,Land,2030-11-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH114795.01.03,Discharge to land,,Land,2036-12-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH114805.01.01,Discharge to air,,Measure not applicable,2036-12-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH115331.01.01,Discharge to land,,Land,2026-12-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH117774.01.01,Land-use consent,,Measure not applicable,2043-02-11 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH119435.01.01,Discharge to land,Where the seepage may enter the Mapauriki Stream and the Whangapoua Harbour,Land,2020-12-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH119436.01.01,Land-use consent,,Measure not applicable,2044-05-05 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH119447.01.01,Land-use consent,,Measure not applicable,2044-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH120045.01.01,Discharge to water,,River,2044-09-17 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH120308.01.01,Discharge to water,,River,2026-12-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH121318.01.01,Discharge to water,,River,2041-02-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH121319.01.01,Discharge to land,,Land,2041-02-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH121320.01.01,Land-use consent,,Measure not applicable,2041-02-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH121321.01.01,Discharge to land,And any associated discharge to air,Land,2041-02-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH121324.01.01,Discharge to air,,Measure not applicable,2041-02-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH123009.01.01,Land-use consent,,Measure not applicable,2026-12-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH133053.02.01,Discharge to land,,Land,2034-10-23 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH135636.01.01,Discharge to water,And associated seepage to groundwater from treatment ponds,River,2030-12-15 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH140148.01.02,Discharge to water,And to land via seepage to ground,River,2041-01-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH140148.02.01,Coastal permit,,Measure not applicable,2041-01-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH140148.03.01,Discharge to air,,Measure not applicable,2041-01-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH140561.01.01,Discharge to land,,Land,2051-07-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH142856.01.01,Discharge to air,,Measure not applicable,2030-11-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001125,Thames Coromandel District Council,AUTH144788.01.01,Land-use consent,,Measure not applicable,Unlimited,"To construct, use and maintain 6 wells for groundwater monitoring",Yes,Active,,3 - Less Reliable
ACC-00001125,Thames Coromandel District Council,AUTH144800.01.01,Land-use consent,,Measure not applicable,Unlimited,"Reinstate, use and maintain 7 piezometers for monitoring",Yes,Active,,3 - Less Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Land-use consent,To disturb the bed of six waterways to install a structure.,CRC020334,2036-11-08 00:00:00,,No,Active,Consent is held for allowing the maintenace activites.,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Land-use consent,To place a structure over the bed of the Waihi River; and to disturb vegetation in the bed of the Waihi River.,CRC020625,2036-11-27 00:00:00,,No,Active,Consent is held for allowing the maintenace activites.,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Other (Please identify in the comments section),To divert groundwater and surface water during the construction and operation of the upgraded wastewater treatment plant.,CRC071877,2042-12-13 00:00:00,,No,Active,Consent is held for allowing the maintenace activites.,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Land-use consent,"To use land for the storage of domestic sewage effluent. The contaminants in domestic sewage are known to include organic material, nitrogen, phosphorus, heavy metals and micro-organisms.",CRC072491,2042-12-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Land-use consent,"To disturb the bed of the Opihi, Temuka and Waihi Rivers.",CRC091968,2044-02-17 00:00:00,,No,Active,Consent is held for allowing the maintenace activites.,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Coastal permit,To discharge treated wastewater into the coastal marine area from a submarine discharge pipeline outfall.,CRC101831,2024-03-12 00:00:00,,Yes,Expired,"This consent has been replaced by CRC242247 but due to historical Annual reporting trends, sampling is still being recorded against this consent. All 'Actions' (RCA's) are now against CRC242247.",5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Coastal permit,"To erect, place and construct a discharge pipeline and outfall structure on the seabed, and occupy and use the coastal marine area with those structures.",CRC101832,2045-11-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Other (Please identify in the comments section),To take and use water.,CRC122463,2044-04-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Land-use consent,To use land for the storage of treated wastewater.,CRC163114,2044-04-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Discharge to land,"Change conditions 3, 5 & 7 of CRC090765; to discharge contaminants to land",CRC163129,2044-04-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Land-use consent,To use land for the storage of treated wastewater.,CRC164341,2044-04-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Discharge to land,To discharge contaminants to land.,CRC164345,2044-04-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Discharge to land,To discharge contaminants to land.,CRC164367,2044-04-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Land-use consent,To use land for the storage of treated wastewater.,CRC164387,2044-04-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Discharge to air,To change conditions of CRC071875; to discharge contaminants to air.,CRC165726,2042-12-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Other (Please identify in the comments section),"To take groundwater at or about map reference K39:715-494, for spray irrigation of up to 1 hectare of land relating to a sewage treatment plant.",CRC183605,2030-04-12 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Other (Please identify in the comments section),To take and use water.,CRC185291,2044-04-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Discharge to land,To discharge contaminants to land via seepage from the base and sides of wastewater treatment ponds containing domestic sewage effluent.,CRC242246,2042-12-18 00:00:00,,Yes,Active,"This consent replaces CRC071876, reason: change of reporting timeframe from April to August. All results still currently recorded under previous consent to keep continuity with historical records.",5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Coastal permit,To discharge treated wastewater into the coastal marine area from a submarine discharge pipeline outfall.,CRC242247,2045-11-26 00:00:00,,Yes,Active,"This consent replaces CRC101831, reason: Flushing flow time and flowrate increased, but due to historical Annual reporting trends, sampling is still being recorded against this consent. All 'Actions' (RCA's) are now against this consent CRC242247.",5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Discharge to air,To discharge contaminants to air,CRC252450,2044-04-06 00:00:00,,Yes,Active,New consent for air discharge from the Pleasant Point oxidation ponds as per Ecan request to get activities up to date with the Canterbury Air Regional Plan,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Land-use consent,"To disturb the bed, erect and reconstruct a dam at or about map reference K39:717-491.",CRC952356,2030-05-31 00:00:00,,No,Active,Consent is held for allowing the maintenace activites.,5 - Highly Reliable
ACC-00008504,Timaru District Council,WWN00345 & WWN00346,Coastal permit,To continually demolish and remove an abandoned sewer outfall and to disturb the foreshore at or about map reference K39:713-484.,CRC971409,2032-01-30 00:00:00,,No,Active,Consent is held for allowing the maintenace activites.,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00347,Discharge to water,Huntly WWTP,119647,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00347,Discharge to air,Huntly WWTP,119648,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00347,Land-use consent,Huntly WWTP,119649,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00347,Discharge to water,Huntly WWTP,119650,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00347,Discharge to water,Huntly WWTP,119651,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00348,Discharge to land,Maramarua WWTP,132607.01.01,2039-12-15 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00349,Discharge to land,Matangi WWTP,105551,2021-09-20 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00350,Discharge to land,Meremere WWTP,142286.01.01,2055-12-09 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00350,Land-use consent,Meremere WWTP,142286.03.01,2055-12-09 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00351,Discharge to water,Ngaaruawaahia WWTP,119642,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00351,Discharge to air,Ngaaruawaahia WWTP,119643,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00351,Discharge to land,Ngaaruawaahia WWTP,119644,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00351,Land-use consent,Ngaaruawaahia WWTP,119645,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00351,Discharge to water,Ngaaruawaahia WWTP,119646,2029-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00352,Land-use consent,Raglan WWTP,971389,2020-02-14 00:00:00,,No,Expired,New WWTP build and seeded in June 2025. New RC pending.,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00352,Discharge to water,Raglan WWTP,971390,2020-02-14 00:00:00,,Yes,Operating under s124 RMA,New WWTP build and seeded in June 2025. New RC pending.,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00352,Coastal permit,Raglan WWTP,971391,2020-02-14 00:00:00,,Yes,Operating under s124 RMA,New WWTP build and seeded in June 2025. New RC pending.,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00352,Discharge to air,Raglan WWTP,971392,2020-02-14 00:00:00,,Yes,Operating under s124 RMA,New WWTP build and seeded in June 2025. New RC pending.,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00353,Discharge to land,Tauwhare WWTP,121024,2035-10-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00354,Discharge to water,Te Kauwhata WWTP,117991,2028-04-07 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00354,Discharge to air,Te Kauwhata WWTP,117992,2028-04-07 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00355,Discharge to land,Te Kowhai WWTP,139284.01.01,2033-10-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Discharge to land,,CRC030917,2038-08-26 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Discharge to water,,CRC031724,2039-07-12 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Discharge to land,,CRC041049,2030-05-25 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Coastal permit,,CRC041162.2,2039-07-12 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Discharge to land,,CRC145027,2049-10-22 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Discharge to land,,CRC154176,2050-01-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Discharge to air,,CRC168388,2040-10-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Discharge to land,,CRC168390,2040-10-28 00:00:00,,Yes,Active,,5 - Highly Reliable
